Район,Сокращённое название,Полное название,Тип организации,ИНН,Адрес одной строкой как в ЕГРЮЛ,Координаты,Статус организации,Дата последних изменений,Дата регистрации,КПП,ОГРН,Дата выдачи ОГРН,ОКАТО,ОКТМО,ОКПО,ОКОГУ,ОКФС,ОКВЭД,Версия справочника ОКВЭД (2001 или 2014),Код ОКОПФ,Полное название ОПФ,Краткое название ОПФ,"Версия справочника ОКОПФ (99, 2012 или 2014)",Должность руководителя,ФИО руководителя,Количество филиалов,Тип подразделения
Воронеж,"АН ПОО ""КОЛЛЕДЖ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И ФИНАНСОВ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""КОЛЛЕДЖ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И ФИНАНСОВ""",профессиональная образовательная организация,3662257451,"394026, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ДРУЖИННИКОВ, Д. 8","51.6853497, 39.1751079",действующая,18-12-2025,08-12-2017,366201001,1173600010814,08-12-2017,20401000000,20701000001,20478519,4210014,16,85.21,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Ким Светлана Мироновна,1,головная организация
Воронеж,"АНО ОНШ ""СВЕТЛАНА""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ НАЧАЛЬНАЯ ШКОЛА ""СВЕТЛАНА""",общеобразовательная организация,3666237008,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. АРСЕНАЛЬНАЯ, Д. 1","51.6754938, 39.2155241",действующая,05-05-2025,21-06-2019,366601001,1193600000660,21-06-2019,20401000000,20701000001,40324600,4210014,16,85.11,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Шарова Диана Ефимовна,0,головная организация
Воронеж,"АНО ПО ""ВОРОНЕЖСКИЙ КОЛЛЕДЖ ""НОМОС""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ КОЛЛЕДЖ ""НОМОС""",профессиональная образовательная организация,3666210158,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ПЯТНИЦКОГО, Д. 67","51.6672847, 39.2097548",действующая,13-02-2025,20-06-2016,366601001,1163600050580,20-06-2016,20401000000,20701000001,45969787,4210014,16,85.21,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Колесникова Полина Владимировна,0,головная организация
Воронеж,"АНО ЦДО ""ЗЕЛЕНАЯ УЛИЦА""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ЗЕЛЕНАЯ УЛИЦА""",дошкольное образование,3664064818,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, Б-Р ПОБЕДЫ, Д. 50В, ПОМЕЩ. II","51.713049, 39.145553",действующая,12-02-2025,03-06-2005,366201001,1053600229132,03-06-2005,20401000000,20701000001,77872638,4210014,16,85.41,2014,71400,Автономная некоммерческая организация,АНО,2014,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,Дырдин Александр Александрович,0,головная организация
Воронеж,"АНО ШКОЛА ""ПРЕМЬЕР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ШКОЛА ""ПРЕМЬЕР""",общеобразовательная организация,3662298465,"394061, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ УРИЦКОГО, Д. 70","51.6832325, 39.2006809",действующая,29-04-2025,31-01-2022,366201001,1223600001184,31-01-2022,20401000000,20701000001,74377849,4210014,16,85.11,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Фомичева Людмила Владимировна,0,головная организация
Воронеж,"АНОО ""МАГИСТР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""МАГИСТР""",дошкольное образование,3666266721,"394087, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ ЛОМОНОСОВА, Д. 114/13, КВ. 210","51.72799, 39.207474",действующая,07-02-2025,20-04-2023,366601001,1233600007409,20-04-2023,20401000000,20701000001,57895353,4210014,16,85.11,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Могилев Александр Владимирович,0,головная организация
Воронеж,"АНОО ""ЧАСТНАЯ ШКОЛА ""ВЕКТОР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ЧАСТНАЯ ШКОЛА ""ВЕКТОР""",общеобразовательная организация,3664249618,"394018, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ 9 ЯНВАРЯ, Д. 43","51.661049, 39.192418",действующая,10-02-2025,21-05-2021,366401001,1213600018576,21-05-2021,20401000000,20701000001,60099810,4210014,16,85.13,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Киреченкова Наталия Сергеевна,0,головная организация
Воронеж,"АНОО ВО ""ВОРОНЕЖСКИЙ ЭКОНОМИКО-ПРАВОВОЙ ИНСТИТУТ"", АНОО ВО ""ВЭПИ"", ВЭПИ","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ЭКОНОМИКО-ПРАВОВОЙ ИНСТИТУТ""",профессиональная образовательная организация (подвед ВУЗа),3666134884,"394033, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, ПР-КТ ЛЕНИНСКИЙ, Д. 119А","51.67997, 39.255364",действующая,24-01-2026,15-06-2006,366101001,1063600017337,15-06-2006,20401000000,20701000001,45961702,4210014,16,85.22,2014,71400,Автономная некоммерческая организация,АНО,2014,РЕКТОР,Иголкин Сергей Леонидович,4,головная организация
Воронеж,"АНОО РКШ ""СЧАСТЛИВОЕ ДЕТСТВО""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ РУССКАЯ КЛАССИЧЕСКАЯ ШКОЛА ""СЧАСТЛИВОЕ ДЕТСТВО""",общеобразовательная организация,3663150045,"394076, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ТУПОЛЕВА, Д. 37, ПОМЕЩ. II","51.6347085, 39.2695556",действующая,10-02-2025,24-07-2020,366301001,1203600022053,24-07-2020,20401000000,20701000001,86142181,4210014,16,85.13,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Литвинова Марина Анатольевна,0,головная организация
Воронеж,"АНОПО ""АВТОМОБИЛЬНЫЙ, ПРАВОВОЙ ТЕХНИКУМ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""АВТОМОБИЛЬНЫЙ, ПРАВОВОЙ ТЕХНИКУМ""",профессиональная образовательная организация,3666116765,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КАРЛА МАРКСА, Д.43","51.6607937, 39.2072565",действующая,25-03-2025,15-09-2004,366601001,1043600074627,15-09-2004,20401000000,20701000001,74336000,4210014,16,85.21,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Амрахов Гаджи Исламович,0,головная организация
Воронеж,"АНОПО ""МТЭПИТ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ ТЕХНИКУМ ЭКОНОМИКИ, ПРАВА И ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""",профессиональная образовательная организация,3663027235,"394033, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, ПР-КТ ЛЕНИНСКИЙ, Д. 174Л, -","51.698727, 39.274021",действующая,07-12-2025,21-10-1997,366101001,1033600068215,10-02-2003,20401000000,20701000001,47786781,4210014,16,85.21,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Анисимов Владимир Петрович,0,головная организация
Воронеж,"АНПОО ""КОЛЛЕДЖ ВИВТ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""КОЛЛЕДЖ ВОРОНЕЖСКОГО ИНСТИТУТА ВЫСОКИХ ТЕХНОЛОГИЙ""",профессиональная образовательная организация,3666208310,"394043, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ЛЕНИНА, Д. 73А, ОФИС 408","51.6841458, 39.2175247",действующая,27-06-2025,18-04-2016,366601001,1163600050261,18-04-2016,20401000000,20701000001,02020277,4210014,16,85.21,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Львович Игорь Яковлевич,0,головная организация
Воронеж,"АНПОО ""РЭПК""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНЫЙ ЭКОНОМИКО-ПРАВОВОЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3661072360,"394033, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, ПР-КТ ЛЕНИНСКИЙ, Д. 119А","51.67997, 39.255364",действующая,21-08-2025,06-05-2016,366101001,1163600050371,06-05-2016,20401000000,20701000001,02335851,4210014,16,85.21,2014,71400,Автономная некоммерческая организация,АНО,2014,ДИРЕКТОР,Полухина Людмила Александровна,8,головная организация
Воронеж,"БПОУ ВО ""ВБМК""","БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ БАЗОВЫЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3665014249,"394055, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КОСМОНАВТОВ, Д.46","51.652259, 39.16148",действующая,29-04-2025,12-03-1996,366501001,1033600011554,22-01-2003,20401000000,20701000001,01964378,2300229,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Селеменева Светлана Ивановна,0,головная организация
Воронеж,"ВГЛТУ, ВГЛТУ ИМ. Г.Ф. МОРОЗОВА, ФГБОУ ВО ""ВГЛТУ"", ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ Г.Ф. МОРОЗОВА""",профессиональная образовательная организация (подвед ВУЗа),3666012325,"394087, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ТИМИРЯЗЕВА, Д.8","51.7187215, 39.2209902",действующая,28-05-2025,22-05-1997,366601001,1033600041584,07-02-2003,20401000000,20701000001,02068095,1322600,12,85.22,2014,75103,Федеральное государственное бюджетное учреждение,ФГБУ,2014,РЕКТОР,Драпалюк Михаил Валентинович,2,головная организация
Воронеж,"ГАНОУ ВО ""РЕГИОНАЛЬНЫЙ ЦЕНТР ""ОРИОН""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ НЕТИПОВОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ВЫЯВЛЕНИЯ, ПОДДЕРЖКИ И РАЗВИТИЯ СПОСОБНОСТЕЙ И ТАЛАНТОВ У ДЕТЕЙ И МОЛОДЕЖИ ""ОРИОН""",организация доп. образования,3665078958,"394019, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. 9 ЯНВАРЯ, Д. 161","51.674645, 39.144861",действующая,10-02-2025,02-08-2010,366501001,1103668024052,02-08-2010,20401000000,20701000001,67592820,2300223,13,85.41,2014,75201,Государственное автономное учреждение субъекта Российской Федерации,ГАУ,2014,ДИРЕКТОР,Голева Наталия Николаевна,0,головная организация
Воронеж,"ГАУ ДПО ВО ""ЦОПП""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ЦЕНТР ОПЕРЕЖАЮЩЕЙ ПРОФЕССИОНАЛЬНОЙ ПОДГОТОВКИ""",профессиональная образовательная организация,3663141234,"394004, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ЛЕНИНГРАДСКАЯ, Д. 33","51.6472897, 39.2446499",действующая,10-02-2025,11-04-2019,366301001,1193668015837,11-04-2019,20401000000,20701000001,38976583,2300223,13,85.42,2014,75201,Государственное автономное учреждение субъекта Российской Федерации,ГАУ,2014,ДИРЕКТОР,Боровикова Яна Владимировна,0,головная организация
Воронеж,"ГБ ПОУ ""ВМКР""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОРОНЕЖСКИЙ МУЗЫКАЛЬНЫЙ КОЛЛЕДЖ ИМЕНИ РОСТРОПОВИЧЕЙ""",профессиональная образовательная организация,3666027233,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ РЕВОЛЮЦИИ, Д.41","51.666468, 39.2063642",действующая,11-02-2025,20-06-1996,366601001,1023601584401,23-12-2002,20401000000,20701000001,02176750,2300231,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Святохина Эмилия Георгиевна,0,головная организация
Воронеж,"ГБ ПОУ ""ВОРОНЕЖСКОЕ ХОРЕОГРАФИЧЕСКОЕ УЧИЛИЩЕ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОРОНЕЖСКОЕ ХОРЕОГРАФИЧЕСКОЕ УЧИЛИЩЕ""",профессиональная образовательная организация,3666027258,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КОММУНАРОВ, Д.36","51.678806, 39.2213042",действующая,31-10-2025,25-11-1998,366601001,1033600048987,08-02-2003,20401000000,20701000001,02176720,2300231,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА,Пикинер Екатерина Владимировна,0,головная организация
Воронеж,"ГБПОУ ""ВСМШ (КОЛЛЕДЖ)""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОРОНЕЖСКАЯ СПЕЦИАЛЬНАЯ МУЗЫКАЛЬНАЯ ШКОЛА (КОЛЛЕДЖ)""",профессиональная образовательная организация,3666075406,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. НИКИТИНСКАЯ, Д. 26","51.6667089, 39.1985855",действующая,26-03-2025,06-08-1998,366601001,1033600015240,24-01-2003,20401000000,20701000001,02181141,2300231,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Фабрий Алексей Вячеславович,0,головная организация
Воронеж,"ГБПОУ ""ВХУ(Т) ИМ. Н.Н. ГЕ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОРОНЕЖСКОЕ ХУДОЖЕСТВЕННОЕ УЧИЛИЩЕ (ТЕХНИКУМ) ИМЕНИ НИКОЛАЯ НИКОЛАЕВИЧА ГЕ""",профессиональная образовательная организация,3666027240,"394035, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. СТРЕЛЕЦКАЯ БОЛЬШАЯ, Д.20","51.6518479, 39.2092661",действующая,06-02-2025,31-05-1999,366601001,1033600024655,30-01-2003,20401000000,20701000001,05329667,2300231,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Гулевский Сергей Петрович,0,головная организация
Воронеж,"ГБПОУ ВО ""ВАТ ИМЕНИ В.П. ЧКАЛОВА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ АВИАЦИОННЫЙ ТЕХНИКУМ ИМЕНИ В.П.ЧКАЛОВА""",профессиональная образовательная организация,3663021890,"394004, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ЛЕНИНГРАДСКАЯ, Д.33","51.6472897, 39.2446499",действующая,29-04-2025,08-04-1998,366301001,1023601542601,14-10-2002,20401000000,20701000001,42614650,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Норман Александр Владимирович,0,головная организация
Воронеж,"ГБПОУ ВО ""ВГПГК ИМЕНИ В.М.ПЕСКОВА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПРОМЫШЛЕННО-ГУМАНИТАРНЫЙ КОЛЛЕДЖ ИМЕНИ ВАСИЛИЯ МИХАЙЛОВИЧА ПЕСКОВА""",профессиональная образовательная организация,3666028526,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ РЕВОЛЮЦИИ, Д.20","51.6730389, 39.2098751",действующая,27-06-2025,23-01-1998,366601001,1033600041254,07-02-2003,20401000000,20701000001,02508955,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Антоненко Игорь Павлович,1,головная организация
Воронеж,"ГБПОУ ВО ""ВГППК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПРОФЕССИОНАЛЬНО-ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3662002319,"394016, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПЕР. УЧЕНИЧЕСКИЙ, Д. 1","51.700996, 39.1855383",действующая,02-02-2025,11-06-1998,366201001,1023601582432,20-12-2002,20401000000,20701000001,02500379,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Демченко Светлана Петровна,0,головная организация
Воронеж,"ГБПОУ ВО ""ВГПТК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПРОМЫШЛЕННО-ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3662000657,"394020, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. 9 ЯНВАРЯ, Д.268","51.6812343, 39.1278574",действующая,06-02-2025,17-12-2002,366201001,1023601576580,17-12-2002,20401000000,20701000001,05238166,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Артемьев Олег Алексеевич,0,головная организация
Воронеж,"ГБПОУ ВО ""ВГПЭК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПРОМЫШЛЕННО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3662038315,"394026, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ МОСКОВСКИЙ, Д.22","51.686244, 39.185088",действующая,07-08-2025,16-11-1998,366201001,1023601565019,27-11-2002,20401000000,20701000001,02508777,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Кузнецов Иван Михайлович,0,головная организация
Воронеж,"ГБПОУ ВО ""ВИК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ИНДУСТРИАЛЬНЫЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3665012065,"394038, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КОСМОНАВТОВ, Д.23, -, -","51.6588658, 39.1562528",действующая,13-02-2025,15-10-1998,366501001,1023601552963,05-11-2002,20401000000,20701000001,02508796,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Захарова Лариса Гавриловна,0,головная организация
Воронеж,"ГБПОУ ВО ""ВКСПТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ КОЛЛЕДЖ СВАРКИ И ПРОМЫШЛЕННЫХ ТЕХНОЛОГИЙ""",профессиональная образовательная организация,3663002583,"394090, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. РОСТОВСКАЯ, Д.55","51.595659, 39.244696",действующая,03-04-2025,11-01-1996,366301001,1033600003535,13-01-2003,20401000000,20701000001,02508760,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Бабаев Вадим Спартакович,0,головная организация
Воронеж,"ГБПОУ ВО ""ВПТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ПОЛИТЕХНИЧЕСКИЙ ТЕХНИКУМ""",профессиональная образовательная организация,3665112831,"394055, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ ВОРОШИЛОВА, Д. 18","51.6539135, 39.1731819",действующая,28-05-2025,08-09-2015,366501001,1153668047950,08-09-2015,20401000000,20701000001,41207428,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Поташников Михаил Григорьевич,0,головная организация
Воронеж,"ГБПОУ ВО ""ВТМД""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ТЕХНИКУМ МОДЫ И ДИЗАЙНА""",профессиональная образовательная организация,3661011254,"394042, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПЕР. СЕРАФИМОВИЧА, Д.1А","51.6751246, 39.2585672",действующая,13-11-2025,27-05-2002,366101001,1023601562181,22-11-2002,20401000000,20701000001,02508748,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Басаргина Галина Владимировна,0,головная организация
Воронеж,"ГБПОУ ВО ""ВТППП""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ТЕХНИКУМ ПИЩЕВОЙ И ПЕРЕРАБАТЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ""",профессиональная образовательная организация,3662214232,"394005, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ МОСКОВСКИЙ, Д. 129","51.72775, 39.177452",действующая,15-12-2025,08-09-2015,366201001,1153668048027,08-09-2015,20401000000,20701000001,41207411,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Корыстин Михаил Иванович,1,головная организация
