Район,Сокращённое название,Полное название,Тип организации,ИНН,Адрес одной строкой как в ЕГРЮЛ,Координаты,Статус организации,Дата последних изменений,Дата регистрации,КПП,ОГРН,Дата выдачи ОГРН,ОКАТО,ОКТМО,ОКПО,ОКОГУ,ОКФС,ОКВЭД,Версия справочника ОКВЭД (2001 или 2014),Код ОКОПФ,Полное название ОПФ,Краткое название ОПФ,"Версия справочника ОКОПФ (99, 2012 или 2014)",Должность руководителя,ФИО руководителя,Количество филиалов,Тип подразделения
Таловский,"МКДОУ ДЕТСКИЙ САД ""СТРАНА ДЕТСТВА"" КОМБИНИРОВАННОГО ВИДА - ""ЦППМСП"" Р.П. ТАЛОВАЯ","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ""СТРАНА ДЕТСТВА"" КОМБИНИРОВАННОГО ВИДА - ""ЦЕНТР ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ, МЕДИЦИНСКОЙ И СОЦИАЛЬНОЙ ПОМОЩИ"" Р.П. ТАЛОВАЯ",дошкольное образование,3629004870,"397480, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, РП. ТАЛОВАЯ, ПР-Д СВОБОДЫ, Д.16","51.116377, 40.732769",действующая,22-01-2026,29-05-2000,362901001,1023601355535,16-10-2002,20251551000,20651151051,53148412,4210007,14,85.11,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ЗАВЕДУЮЩИЙ,Анучина Елена Валентиновна,0,головная организация
Таловский,МКОУ 1-АБРАМОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 1-АБРАМОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004630,"397490, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П АБРАМОВКА, УЛ ЛЕНИНА, ЗД. 97А","51.194793, 41.021037",действующая,30-09-2025,23-05-2002,362901001,1023601355414,11-10-2002,20251804001,20651404101,53156788,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Костина Татьяна Васильевна,0,головная организация
Таловский,МКОУ АЛЕКСАНДРОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АЛЕКСАНДРОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004478,"397467, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С АЛЕКСАНДРОВКА, УЛ ПЯТНИЦКОГО, Д. 41","51.2201604, 40.6771412",действующая,12-02-2025,23-05-2002,362901001,1023601355470,15-10-2002,20251812001,20651412101,53156831,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Мироненко Олег Иванович,0,головная организация
Таловский,МКОУ ВЕРХНЕТИШАНСКАЯ СОШ ИМ. В. А. ФУФАЕВА,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЕРХНЕТИШАНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. В. А. ФУФАЕВА,общеобразовательная организация,3629004485,"397476, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С. ВЕРХНЯЯ ТИШАНКА, УЛ. ЦЕНТРАЛЬНАЯ, Д.3В","51.316394, 40.530715",действующая,07-02-2025,23-05-2002,362901001,1023601355590,17-10-2002,20251872001,20651472101,53156854,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Муковнин Николай Александрович,0,головная организация
Таловский,МКОУ ВЫСОКОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСОКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004622,"397460, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П. ВЫСОКИЙ, УЛ. ГАГАРИНА, Д.23А","51.0702925, 40.7122067",действующая,14-10-2025,23-05-2002,362901001,1023601355722,21-10-2002,20251846002,20651446106,53156860,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Гриднева Зоя Анатольевна,0,головная организация
Таловский,МКОУ ВЯЗОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЯЗОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004510,"397492, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С. ВЯЗОВКА, УЛ. ЦЕНТРАЛЬНАЯ, Д.123","51.3211648, 41.0290459",действующая,17-02-2025,23-05-2002,362901001,1023601355612,18-10-2002,20251836001,20651468116,53157049,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Токарева Елена Анатольевна,0,головная организация
Таловский,МКОУ ДИМИТРОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДИМИТРОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004608,"397456, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П УТИНОВКА, УЛ ШКОЛЬНАЯ, Д. 1А","51.060682, 40.878295",действующая,18-02-2025,23-05-2002,362901001,1023601355744,21-10-2002,20251852010,20651452136,53157055,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Головкова Мария Николаевна,0,головная организация
Таловский,МКОУ ДО ТАЛОВСКАЯ СШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ТАЛОВСКАЯ СПОРТИВНАЯ ШКОЛА,организация доп. образования,3629004830,"397482, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, РП ТАЛОВАЯ, ПР-Д БУДЕННОГО, Д. 29А","51.1091337, 40.7279482",действующая,03-02-2025,23-05-2002,362901001,1023601355766,21-10-2002,20251551000,20651151051,53157167,4210007,14,85.41,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Чибисов Сергей Анатольевич,0,головная организация
Таловский,МКОУ ДО ТАЛОВСКИЙ ДЮЦ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ТАЛОВСКИЙ ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР ИМЕНИ ТИТОВА Ю. Т.,организация доп. образования,3629004799,"397480, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, РП. ТАЛОВАЯ, УЛ. СОВЕТСКАЯ, Д. 134","51.11684, 40.72524",действующая,26-02-2026,17-06-2002,362901001,1023601355502,15-10-2002,20251551000,20651151051,53157173,4210007,14,85.41,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Галанская Ульяна Олеговна,0,головная организация
Таловский,МКОУ ДОКУЧАЕВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОКУЧАЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004527,"397461, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П. ВОЗНЕСЕНСКИЙ, УЛ. ДУЖНОВА, Д. 37","51.0653473, 40.6697918",действующая,02-02-2025,23-05-2002,362901001,1023601355755,21-10-2002,20251832001,20651432101,53156877,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Зобов Владимир Ильич,0,головная организация
Таловский,МКОУ ЕЛАНСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЕЛАНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004661,"397495, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П. ЕЛАНКА, УЛ. МИРА, Д. 19","51.1878758, 41.1286569",действующая,08-02-2025,23-05-2002,362901001,1023601355403,11-10-2002,20251804009,20651404131,53156883,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Алтухова Вера Дмитриевна,0,головная организация
Таловский,МКОУ КАЗАНСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КАЗАНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004735,"397468, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П. КАЗАНКА, УЛ. ЦЕНТРАЛЬНАЯ, Д.38","51.2486882, 40.7953366",действующая,28-10-2025,23-05-2002,362901001,1023601356140,01-11-2002,20251844001,20651412181,53156897,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Юдина Ольга Александровна,0,головная организация
Таловский,МКОУ КАМЕННОСТЕПНАЯ СОШ ИМ. А.М. ИВАНОВА,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КАМЕННОСТЕПНАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ А.М. ИВАНОВА,общеобразовательная организация,3629004710,"397463, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П 2-ГО УЧАСТКА ИНСТИТУТА ИМ. ДОКУЧАЕВА, КВ-Л 1-Й, Д. 41А","51.036222, 40.73534",действующая,28-07-2025,23-05-2002,362901001,1023601355293,07-10-2002,20251846001,20651446101,53156771,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Поротикова Елена Николаевна,0,головная организация
Таловский,МКОУ КОЗЛОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КОЗЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004559,"397494, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П. КОЗЛОВСКИЙ, УЛ. НАБЕРЕЖНАЯ, Д.9","51.1333575, 40.9648503",действующая,08-02-2025,23-05-2002,362901001,1023601355678,18-10-2002,20251840001,20651440101,53156908,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Меркулова Ольга Николаевна,0,головная организация
Таловский,МКОУ НИКОЛЬСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НИКОЛЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004679,"397472, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С НИКОЛЬСКОЕ, УЛ ЛЕНИНСКАЯ, Д. 103А","51.1112936, 40.4439546",действующая,22-08-2025,23-05-2002,362901001,1023601355282,07-10-2002,20251856001,20651460116,53156914,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Сторожева Ольга Алексеевна,0,головная организация
Таловский,МКОУ НОВОТРОИЦКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НОВОТРОИЦКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004703,"397466, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П НОВОТРОИЦКИЙ, УЛ ШКОЛЬНАЯ, ЗД. 1А","51.1729496, 40.7108302",действующая,05-09-2025,23-05-2002,362901001,1023601355480,15-10-2002,20251812004,20651412116,53156937,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Максатова Ирина Александровна,0,головная организация
Таловский,МКОУ ОКТЯБРЬСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОКТЯБРЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004566,"397471, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, П. ВОЗНЕСЕНОВКА, УЛ. ЦЕНТРАЛЬНАЯ, Д.44","51.1255934, 40.5654",действующая,10-12-2025,23-05-2002,362901001,1023601355634,18-10-2002,20251828001,20651460121,53156943,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Пентюхина Светлана Евгеньевна,0,головная организация
Таловский,МКОУ ОРЛОВСКАЯ СОШ ИМ.И.Ф.ЖУЖУКИНА,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОРЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. И.Ф.ЖУЖУКИНА,общеобразовательная организация,3629007158,"397478, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С. ОРЛОВКА, УЛ. ЦЕНТРАЛЬНАЯ, Д.198","51.0408832, 40.5423256",действующая,07-02-2025,24-11-2009,362901001,1093629001366,24-11-2009,20251864001,20651464101,63854513,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Коновалова Татьяна Николаевна,0,головная организация
Таловский,МКОУ СИНЯВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СИНЯВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004580,"397493, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С. СИНЯВКА, УЛ. СОВЕТСКАЯ, Д.10","51.2512876, 40.9774766",действующая,14-02-2025,23-05-2002,362901001,1023601356261,05-11-2002,20251868001,20651468101,53156966,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Барсукова Ирина Анатольевна,0,головная организация
Таловский,МКОУ ТАЛОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТАЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3629004693,"397480, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, РП. ТАЛОВАЯ, УЛ. САДОВАЯ, Д. 39","51.1157381, 40.7253437",действующая,12-03-2025,23-05-2002,362901001,1023601355690,18-10-2002,20251551000,20651151051,53156995,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Лубянская Мария Ильинична,0,головная организация
Таловский,МКОУ ЧИГОЛЬСКАЯ СОШ ИМ. П.А. ЧЕРЕНКОВА,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЧИГОЛЬСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ П.А.ЧЕРЕНКОВА,общеобразовательная организация,3629004414,"397473, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, С НОВАЯ ЧИГЛА, УЛ САДОВАЯ, Д. 20","51.2200114, 40.4868185",действующая,22-08-2025,23-05-2002,362901001,1023601355700,18-10-2002,20251860001,20651460101,53157010,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Кузнецов Сергей Иванович,0,головная организация
Таловский,"МКУ ""ЦРО""","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ ОБРАЗОВАНИЯ ТАЛОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""",департамент,3629001734,"397480, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТАЛОВСКИЙ, РП. ТАЛОВАЯ, УЛ. СОВЕТСКАЯ, Д. 132","51.116969, 40.723951",действующая,10-09-2025,22-08-2000,362901001,1023601355337,09-10-2002,20251551000,20651151051,02104881,4210007,14,70.22,2014,75404,Муниципальное казенное учреждение,МКУ,2014,РУКОВОДИТЕЛЬ,Деева Светлана Ивановна,0,головная организация
Терновский,"МКДОУ ""ЦППМСП ТЕРНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА - ДЕТСКИЙ САД №1""","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ, МЕДИЦИНСКОЙ И СОЦИАЛЬНОЙ ПОМОЩИ ТЕРНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА - ДЕТСКИЙ САД №1""",дошкольное образование,3630002450,"397110, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С ТЕРНОВКА, УЛ СОВЕТСКАЯ, Д. 41А","51.68478, 41.594061",действующая,20-01-2026,09-11-2000,363001001,1023600614146,29-11-2002,20254860001,20654460101,54697954,4210007,14,85.11,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ЗАВЕДУЮЩИЙ,Насонова Ольга Викторовна,0,головная организация
Терновский,МКОУ АЛЕШКОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АЛЕШКОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002115,"397131, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С. АЛЕШКИ, УЛ. ПОДГОРНАЯ, Д.1, -, -","51.6261284, 41.7696408",действующая,10-02-2025,20-07-1999,363001001,1023600610615,30-10-2002,20254808001,20654408101,51706204,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА,Юдина Надежда Владимировна,0,головная организация
Терновский,МКОУ БРАТКОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БРАТКОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002274,"397123, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С. БРАТКИ, УЛ. ЛЕНИНСКАЯ, Д.4, -, -","51.588999, 41.489623",действующая,22-07-2025,20-07-1999,363001001,1023600608350,14-10-2002,20254812001,20654412101,51706351,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Сорокин Александр Андреевич,0,головная организация
Терновский,МКОУ ДУБРОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДУБРОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002242,"397117, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, П. ДУБРОВКА, УЛ. ЛЕСНАЯ, Д.7, -, -","51.6178573, 41.1478208",действующая,22-07-2025,20-07-1999,363001001,1023600610747,31-10-2002,20254820001,20654420101,51706279,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Маркаданова Наталья Николаевна,0,головная организация
Терновский,МКОУ ЕСИПОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЕСИПОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002250,"397100, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, П. ЕСИПОВО, УЛ. МОЛОДЕЖНАЯ, Д.11, -, -","51.7541588, 41.5185119",действующая,05-02-2025,20-07-1999,363001001,1023600614971,06-12-2002,20254816001,20654416101,51706339,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Рожнов Александр Иванович,0,головная организация
Терновский,МКОУ КОЗЛОВСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КОЗЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002161,"397114, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С КОЗЛОВКА, УЛ СОВЕТСКАЯ, ЗД. 91, -","51.660319, 41.283614",действующая,14-11-2025,20-07-1999,363001001,1023600610692,31-10-2002,20254824001,20654424101,51706262,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Щербатых Александр Иванович,0,головная организация
Терновский,МКОУ КОСТИНО-ОТДЕЛЬСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КОСТИНО-ОТДЕЛЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002235,"397121, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С. КОСТИНО-ОТДЕЛЕЦ, УЛ. ЛЕНИНСКАЯ, Д.39, -, -","51.533749, 41.451529",действующая,22-07-2025,20-07-1999,363001001,1023600612628,13-11-2002,20254828001,20654428101,51706291,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА,Журавлёва Оксана Николаевна,0,головная организация
Терновский,МКОУ ЛИПЯГОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИПЯГОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630003687,"397135, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С. ЛИПЯГИ, УЛ. НАБЕРЕЖНАЯ, Д.43, -, -","51.5745778, 41.8160033",действующая,07-02-2025,18-01-2012,363001001,1123604000090,18-01-2012,20254832004,20654432111,51711754,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Соболева Лариса Евгеньевна,0,головная организация
Терновский,МКОУ НАРОДНИНСКАЯ СОШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НАРОДНИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002281,"397130, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С НАРОДНОЕ, УЛ ПУШКИНСКАЯ, ЗД. 1, -","51.5791896, 41.8016666",действующая,19-12-2025,20-07-1999,363001001,1023600608415,15-10-2002,20254832001,20654432101,51706368,4210007,14,85.14,2014,75404,Муниципальное казенное учреждение,МКУ,2014,Директор,Сигитова Людмила Александровна,0,головная организация
Терновский,МКОУ РУСАНОВСКАЯ ООШ,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ РУСАНОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,общеобразовательная организация,3630002193,"397102, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Р-Н ТЕРНОВСКИЙ, С. РУСАНОВО, УЛ. СВОБОДЫ, Д.3, -, -","51.7137833, 41.4717974",действующая,22-07-2025,20-07-1999,363001001,1023600614388,03-12-2002,20254852001,20654452101,51706316,4210007,14,85.13,2014,75404,Муниципальное казенное учреждение,МКУ,2014,ДИРЕКТОР,Новокрещенов Михаил Иванович,0,головная организация
